model,DOI,Article Title,Label,baseline_prediction,methods_prediction,baseline_input_tokens,methods_input_tokens,token_delta,baseline_generated_tokens,methods_generated_tokens,baseline_elapsed_seconds,methods_elapsed_seconds,elapsed_delta_seconds,baseline_peak_allocated_mb,methods_peak_allocated_mb,peak_allocated_delta_mb,baseline_peak_reserved_mb,methods_peak_reserved_mb,peak_reserved_delta_mb
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2020.138138,Microalgae based biofertilizer: A life cycle approach,1,1,1,509,1023,514,2,2,0.09714628010988235,0.16121315024793148,0.06406687013804913,6464.18359375,6546.2685546875,82.0849609375,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jenvman.2016.04.057,Economic and environmental sustainability of an AnMBR treating urban wastewater and organic fraction of municipal solid waste,1,1,1,459,1023,564,2,2,0.0975543730892241,0.1699280859902501,0.07237371290102601,6456.2001953125,6546.2685546875,90.068359375,6496.0,6596.0,100.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2018.07.006,Life cycle assessment of multi-product dairy processing using Irish butter and milk powders as an example,1,1,1,612,1024,412,2,2,0.11608547810465097,0.16118663735687733,0.04510115925222635,6480.6328125,6546.427734375,65.794921875,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2015.05.085,The co-processing of municipal waste in a cement kiln in Mexico. A life-cycle assessment approach,1,1,1,549,1024,475,2,2,0.10536455223336816,0.16113365720957518,0.05576910497620702,6470.572265625,6546.427734375,75.85546875,6500.0,6592.0,92.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2010.05.018,Life cycle inventory analysis of biological hydrogen production by thermophilic and photo fermentation of potato steam peels (PSP),1,1,1,449,854,405,2,2,0.09847549209371209,0.14941593538969755,0.05094044329598546,6454.603515625,6519.2802734375,64.6767578125,6496.0,6570.0,74.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2019.117999,Evaluation of future food waste management alternatives in Istanbul from the life cycle assessment perspective,1,1,1,545,1024,479,2,2,0.10517690423876047,0.16399228759109974,0.05881538335233927,6469.93359375,6546.427734375,76.494140625,6500.0,6592.0,92.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.rser.2019.109371,"Life cycle assessment, energy balance and sensitivity analysis of bioethanol production from microalgae in a tropical country",1,1,1,612,1024,412,2,2,0.11374496528878808,0.1609990089200437,0.04725404363125563,6480.6328125,6546.427734375,65.794921875,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2023.164407,Assessing life-cycle GHG emissions of recycled paper products under imported solid waste ban in China: A case study,1,1,1,566,1024,458,2,2,0.10469772387295961,0.16095072776079178,0.056253003887832165,6473.2861328125,6546.427734375,73.1416015625,6520.0,6592.0,72.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.watres.2021.116957,Life-cycle cost analysis of a hybrid algae-based biological desalination - low pressure reverse osmosis system,0,0,0,705,1024,319,2,2,0.13075362890958786,1.6062286589294672,1.4754750300198793,6495.486328125,6546.427734375,50.94140625,6524.0,6592.0,68.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.envres.2020.110640,Environmental implications of stored cattle slurry treatment with sulphuric acid and biochar: A life cycle assessment approach,1,1,1,684,1024,340,2,2,0.12498559197410941,0.1607613991945982,0.03577580722048879,6492.130859375,6546.427734375,54.296875,6524.0,6592.0,68.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2022.160841,A comparative LCA of three WWTPs in a tourist area: Effects of seasonal loading rate variations,1,1,1,602,1024,422,2,2,0.114543825853616,0.16078925970941782,0.04624543385580182,6479.0361328125,6546.427734375,67.3916015625,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2023.165122,Environmental assessment of on-site source-separated wastewater treatment and reuse systems for resource recovery in a sustainable sanitation view,1,1,1,618,1024,406,2,2,0.11412057932466269,0.1612140811048448,0.04709350178018212,6481.5908203125,6546.427734375,64.8369140625,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.spc.2022.03.021,Waste-to-energy innovative system: Assessment of integrating anaerobic digestion and pyrolysis technologies,1,1,1,529,1024,495,2,2,0.10506796464323997,0.16049095802009106,0.05542299337685108,6467.37890625,6546.427734375,79.048828125,6500.0,6592.0,92.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2023.139356,Life cycle assessment of a decoupled biofloc aquaponics facility across seasons,1,1,1,590,1024,434,2,2,0.12121355766430497,0.1610557921230793,0.03984223445877433,6477.1201171875,6546.427734375,69.3076171875,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2020.122113,The feasibility analysis of cement kiln as an MSW treatment infrastructure: From a life cycle environmental impact perspective,1,1,1,582,1024,442,2,2,0.11360345827415586,0.1609819340519607,0.04737847577780485,6475.8427734375,6546.427734375,70.5849609375,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jhazmat.2022.130632,A comparative life-cycle assessment and cost analysis of biofilters amended with sludge-based activated carbon and commercial activated carbon for stormwater treatment,1,1,1,543,1024,481,2,2,0.10507166618481278,0.16111336089670658,0.0560416947118938,6469.6142578125,6546.427734375,76.8134765625,6500.0,6592.0,92.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2012.12.033,Environmental assessment of urban water cycle on Mediterranean conditions by LCA approach,1,1,1,591,1024,433,2,2,0.11333031393587589,0.1605577440932393,0.047227430157363415,6477.2802734375,6546.427734375,69.1474609375,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2018.05.220,Sustainability assessment of wastewater reuse alternatives using the evidential reasoning approach,1,0,0,1007,1024,17,2,2,0.16338422102853656,0.1609600712545216,-0.00242414977401495,6543.7138671875,6546.427734375,2.7138671875,6594.0,6594.0,0.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.ecmx.2022.100178,Production of marine biofuels from hydrothermal liquefaction of sewage sludge. Preliminary techno-economic analysis and life-cycle GHG emissions assessment of Dutch case study,1,1,1,572,1024,452,2,2,0.11462260689586401,0.16124393604695797,0.04662132915109396,6474.244140625,6546.427734375,72.18359375,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2020.122672,Prospective life cycle assessment for sustainable synthesis design of organic/inorganic composites for water treatment,1,1,1,668,1024,356,2,2,0.12075788620859385,0.16096730018034577,0.04020941397175193,6489.576171875,6546.427734375,56.8515625,6524.0,6592.0,68.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.watres.2024.121141,Systematic assessment of wastewater resource circularity and sustainable value creation,1,1,0,469,1024,555,2,2,0.09727867785841227,0.16120815090835094,0.06392947304993868,6457.796875,6546.427734375,88.630859375,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jenvman.2023.118593,"Extensive comparison of methods for removal of organic halogen compounds from pharmaceutical process wastewaters with life cycle, PESTLE, and multi-criteria decision analyses",1,1,1,588,1024,436,2,2,0.1210839319974184,0.16083893366158009,0.03975500166416168,6476.80078125,6546.427734375,69.626953125,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.apenergy.2014.01.051,Distributed and micro-generation from biogas and agricultural application of sewage sludge: Comparative environmental performance analysis using life cycle approaches,1,1,1,799,1024,225,2,2,0.13950127828866243,0.161254673730582,0.021753395441919565,6510.4970703125,6546.427734375,35.9306640625,6546.0,6592.0,46.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.resconrec.2020.104821,Environmental performance analysis on resource multiple life-cycle recycling system: Evidence from waste pet bottles in China,1,1,1,592,1023,431,2,2,0.11319384910166264,0.16166585916653275,0.04847201006487012,6477.439453125,6546.2685546875,68.8291015625,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2023.140342,Integrating life cycle assessment and health risk assessment of direct and indirect exposure (case study: A combined cycle power plant),1,1,1,623,1024,401,2,2,0.11317963292822242,0.1609830381348729,0.047803405206650496,6482.3896484375,6546.427734375,64.0380859375,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.biortech.2024.131881,Comparing continuous and perfusion cultivation of microalgae on recirculating aquaculture system effluent water,1,1,1,425,1024,599,2,2,0.09215096896514297,0.16174357198178768,0.06959260301664472,6450.76953125,6546.427734375,95.658203125,6496.0,6590.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2014.07.022,Life cycle assessment of alternative bedpans - a case of comparing disposable and reusable devices,1,1,1,526,1024,498,2,2,0.10503086680546403,0.1627519060857594,0.05772103928029537,6466.8994140625,6546.427734375,79.5283203125,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jenvman.2022.116370,Comparative Economic and Life Cycle Analysis of Future Water Supply Mix Scenarios for Hong Kong-A Water Scarce City,1,1,1,531,1024,493,2,2,0.10713479202240705,0.161836429964751,0.05470163794234395,6467.6982421875,6546.427734375,78.7294921875,6500.0,6592.0,92.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2021.125871,Comparative life cycle assessment of three alternative techniques for increasing potable water supply in cities in the Global South,1,1,1,767,1024,257,2,2,0.13117549940943718,0.16178455902263522,0.030609059613198042,6505.3857421875,6546.427734375,41.0419921875,6546.0,6592.0,46.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.eti.2024.103916,Eco-efficient cadmium(II) removal from water using alcohol distillate waste: A study of life cycle assessment,1,1,1,549,1024,475,2,2,0.10591608704999089,0.16149890329688787,0.05558281624689698,6470.572265625,6546.427734375,75.85546875,6500.0,6592.0,92.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jenvman.2012.02.010,Life cycle based analysis of demands and emissions for residential water-using appliances,1,1,1,438,1023,585,2,2,0.09081783331930637,0.16278527211397886,0.07196743879467249,6452.8447265625,6546.2685546875,93.423828125,6496.0,6596.0,100.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2023.167051,Life cycle assessment of fermentative production of lactic acid from bread waste based on process modelling using pinch technology,1,1,1,464,1024,560,2,2,0.10094056883826852,0.16194595908746123,0.061005390249192715,6456.998046875,6546.427734375,89.4296875,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2013.01.026,Comparative LCA of sewage sludge valorisation as both fuel and raw material substitute in clinker production,1,1,1,499,1024,525,2,2,0.0990793276578188,0.16155797382816672,0.06247864617034793,6462.5869140625,6546.427734375,83.8408203125,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.envint.2019.105266,Characterization of implementation limits and identification of optimization strategies for sustainable water resource recovery through life cycle impact analysis,1,1,1,492,1024,532,2,2,0.09924200410023332,1.6522334557957947,1.5529914516955614,6461.46875,6546.427734375,84.958984375,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jenvman.2021.114364,Life cycle assessment and society willingness to pay indexes of food waste-to-energy strategies,1,1,1,633,1024,391,2,2,0.11621833126991987,0.16914173308759928,0.052923401817679405,6483.986328125,6546.427734375,62.44140625,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.spc.2018.08.003,Environmental evaluation of concrete with sewage sludge ash based on LCA,1,1,1,585,1024,439,2,2,0.11505700089037418,0.16145121585577726,0.04639421496540308,6476.322265625,6546.427734375,70.10546875,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.enconman.2024.119066,Life cycle and techno-economic analyses of biofuels production via anaerobic digestion and amine scrubbing CO2 capture,1,1,1,584,1024,440,2,2,0.11482299398630857,0.1617076830007136,0.04688468901440501,6476.162109375,6546.427734375,70.265625,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2023.140458,Process simulation and life cycle assessment of hydrometallurgical recycling routes of waste printed circuit boards,1,1,1,622,1024,402,2,2,0.11570655787363648,0.16126687871292233,0.04556032083928585,6482.2294921875,6546.427734375,64.1982421875,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.envint.2020.106139,Evaluating the environmental impacts of stabilization and solidification technologies for managing hazardous wastes through life cycle assessment: A case study of Hong Kong,1,1,1,536,1024,488,2,2,0.10624694311991334,0.16148008219897747,0.05523313907906413,6468.49609375,6546.427734375,77.931640625,6500.0,6592.0,92.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.cej.2023.147516,Comparative techno-economic and life cycle analyses of synthetic drop-in fuel production from UK wet biomass,1,1,1,592,1024,432,2,2,0.11917702527716756,1.6045521050691605,1.485375079791993,6477.439453125,6546.427734375,68.98828125,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2019.118929,Case study on sustainability of textile wastewater treatment plant based on lifecycle assessment approach,1,1,1,555,1023,468,2,2,0.10951664904132485,0.16183969704434276,0.0523230480030179,6471.5302734375,6546.2685546875,74.73828125,6500.0,6592.0,92.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.resconrec.2022.106688,Does anaerobic digestion improve environmental and economic benefits of sludge incineration in China? Insight from life-cycle perspective,1,1,1,435,1024,589,2,2,0.09090793179348111,0.16147981490939856,0.07057188311591744,6452.3662109375,6546.427734375,94.0615234375,6496.0,6590.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.energy.2024.132322,Comparative life cycle assessment of organic industrial solid waste co-disposal in a MSW incineration plant,1,1,1,514,1024,510,2,2,0.10495648393407464,0.16203701542690396,0.05708053149282932,6464.9833984375,6546.427734375,81.4443359375,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2019.119566,Using a gate-to-gate LCA to apply circular economy principles to a food processing SME,1,1,1,704,1024,320,2,2,0.12309583323076367,0.16118173394352198,0.0380859007127583,6495.32421875,6546.427734375,51.103515625,6524.0,6592.0,68.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.spc.2024.10.023,Scaling sustainable pig manure treatment: Life cycle assessments for small to large piggeries in China,1,1,1,683,1024,341,2,2,0.12386816320940852,0.16168911010026932,0.037820946890860796,6491.9716796875,6546.427734375,54.4560546875,6524.0,6592.0,68.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2024.171169,Analysis of atorvastatin in environmental waters: Validation of an electrochemical molecularly imprinted polymer sensor with application of life cycle assessment,1,1,1,566,1024,458,2,2,0.10651442781090736,0.16138114593923092,0.054866718128323555,6473.2861328125,6546.427734375,73.1416015625,6520.0,6592.0,72.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.resconrec.2024.107496,"Life cycle assessment of traditional and innovative sludge management scenarios in Australia: Focusing on environmental impacts, energy balance, and economic benefits",1,1,1,501,1023,522,2,2,0.10388897499069571,0.16133663803339005,0.05744766304269433,6462.90625,6546.2685546875,83.3623046875,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.wasman.2021.07.010,Environmental life cycle assessment of polyhydroxyalkanoates production from cheese whey,1,1,1,518,1023,505,2,2,0.10363563476130366,0.1615017019212246,0.05786606715992093,6465.6220703125,6546.2685546875,80.646484375,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2018.04.021,Evaluating environmental impacts of pig slurry treatment technologies with a life-cycle perspective,1,1,1,602,1024,422,2,2,0.11325417784973979,0.16094549233093858,0.04769131448119879,6479.0361328125,6546.427734375,67.3916015625,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.scitotenv.2023.163104,Life cycle assessment of a novel strategy based on hydrothermal carbonization for nutrient and energy recovery from food waste,1,1,1,497,1024,527,2,2,0.09708587219938636,0.16109664784744382,0.06401077564805746,6462.267578125,6546.427734375,84.16015625,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.enconman.2023.117450,Environmental co-benefits of energy recovery from wastewater of typical industrial sectors from life cycle perspective: Regional potentials in China,1,1,1,554,1024,470,2,2,0.10434060310944915,0.16098850313574076,0.05664790002629161,6471.3701171875,6546.427734375,75.0576171875,6500.0,6592.0,92.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jenvman.2017.05.048,Life cycle assessment of sustainable raw material acquisition for functional magnetite bionanoparticle production,1,1,1,687,1024,337,2,2,0.12209686916321516,0.16067622043192387,0.038579351268708706,6492.6103515625,6546.427734375,53.8173828125,6524.0,6592.0,68.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.jclepro.2020.122217,Comparative life cycle environmental impacts of two scenarios for managing an organic fraction of municipal solid waste in Rasht-Iran,1,1,1,604,1023,419,2,2,0.11430272134020925,0.16143457684665918,0.04713185550644994,6479.35546875,6546.2685546875,66.9130859375,6522.0,6592.0,70.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.wasman.2023.10.008,Life cycle analysis on sequential recovery of copper and gold from waste printed circuit boards,1,1,1,507,1024,517,2,2,0.09744814224541187,0.16094903415068984,0.06350089190527797,6463.8642578125,6546.427734375,82.5634765625,6498.0,6592.0,94.0
Qwen/Qwen2.5-7B-Instruct,10.1016/j.rser.2024.114856,Life cycle assessment of power-to-methane and renewable methane production technologies,1,1,1,555,1024,469,2,2,0.1051290100440383,0.1613444648683071,0.05621545482426882,6471.5302734375,6546.427734375,74.8974609375,6500.0,6592.0,92.0
